first_name,last_name,email,phone,age,city,occupation,education,course_interest,lead_source,budget,preferred_schedule,previous_ai_experience,interaction_count,assigned_sales_rep,days_since_created,purchased,status,payment_status
רועי,אשכנזי,1014.רועי.אשכנזי@example.com,0594118173,24.0,נתניה,מורה,תואר שני,Machine Learning,Instagram,6060.0,גמיש,0,0,מאיה בר,22,1,Won,paid
ניר,שגב,1015.ניר.שגב@example.com,0578126295,24.0,הרצליה,מנהל שיווק,תואר ראשון,AI Automation,Organic,3790.0,גמיש,1,2,יוסי כהן,1,1,Won,paid
יעל,אברהם,1016.יעל.אברהם@example.com,0597657274,33.0,ראשון לציון,אנליסט,תואר ראשון,AI Automation,Instagram,2930.0,בוקר,0,1,יוסי כהן,93,0,Contacted,pending
ליאור,לוי,1017.ליאור.לוי@example.com,0517673115,31.0,חיפה,,תואר שני,AI Agents,Google Ads,3950.0,"סופ""ש",1,3,יוסי כהן,170,0,Interested,pending
אורן,לוי,1018.אורן.לוי@example.com,0523406715,30.0,חיפה,,תיכונית,Machine Learning,Organic,3290.0,גמיש,0,4,יוסי כהן,149,0,Counseling,pending
רותם,אוחיון,1019.רותם.אוחיון@example.com,0584240190,39.0,אשדוד,מורה,תיכונית,Python for AI,Google Ads,2510.0,בוקר,0,2,דנה לוי,47,0,Interested,pending
רועי,אברהם,1020.רועי.אברהם@example.com,0536314610,36.0,ראשון לציון,איש מכירות,דוקטורט,AI Automation,Website,1800.0,בוקר,0,3,יוסי כהן,83,0,Interested,pending
אסף,לוי,1021.אסף.לוי@example.com,0583763640,36.0,חיפה,אנליסט,תואר שני,Python for AI,Facebook,5110.0,ערב,0,3,נועה גל,122,1,Won,paid
ענבר,שגב,1022.ענבר.שגב@example.com,0565508637,37.0,נתניה,מורה,תואר ראשון,Python for AI,Facebook,,גמיש,1,2,נועה גל,125,0,New,pending
דור,ברק,1023.דור.ברק@example.com,0593518639,39.0,מודיעין,מעצב,תואר שני,Machine Learning,Event,7170.0,גמיש,0,4,מאיה בר,21,1,Won,paid
דור,מזרחי,1024.דור.מזרחי@example.com,0515617289,18.0,באר שבע,סטודנט,תואר שני,AI Automation,Facebook,2850.0,גמיש,1,3,נועה גל,5,1,Won,paid
הדר,רוזן,1025.הדר.רוזן@example.com,0561550353,30.0,תל אביב,מנהל שיווק,תואר ראשון,Machine Learning,Instagram,6240.0,ערב,1,1,דנה לוי,148,0,New,pending
רון,אשכנזי,1026.רון.אשכנזי@example.com,0591796577,18.0,נתניה,סטודנט,תיכונית,AI Automation,Google Ads,1310.0,"סופ""ש",0,2,יוסי כהן,50,0,Lost,pending
שירה,ביטון,1027.שירה.ביטון@example.com,0519861184,33.0,באר שבע,סטודנט,תואר ראשון,AI Agents,Google Ads,4090.0,בוקר,1,0,אורי שרון,22,0,Follow-up,pending
טל,סלומון,1028.טל.סלומון@example.com,0538469087,33.0,פתח תקווה,מנהל שיווק,תואר ראשון,AI Automation,Facebook,,גמיש,0,2,דנה לוי,41,0,Contacted,pending
רועי,שפירא,1029.רועי.שפירא@example.com,0534285195,42.0,מודיעין,סטודנט,תיכונית,Machine Learning,Facebook,5570.0,גמיש,0,6,אורי שרון,14,1,Won,paid
יונתן,אזולאי,1030.יונתן.אזולאי@example.com,0577555783,44.0,ראשון לציון,מנהל שיווק,דוקטורט,Python for AI,Google Ads,1710.0,ערב,0,3,אורי שרון,81,0,Lost,pending
איתי,ביטון,1031.איתי.ביטון@example.com,0533009128,35.0,חיפה,איש מכירות,תואר ראשון,Python for AI,Google Ads,5810.0,בוקר,0,5,נועה גל,135,0,Counseling,pending
אורי,אברהם,1032.אורי.אברהם@example.com,0546035997,28.0,מודיעין,סטודנט,תואר שני,AI Automation,Organic,4150.0,גמיש,0,2,מאיה בר,131,0,Contacted,pending
אורי,שפירא,1033.אורי.שפירא@example.com,0587113551,37.0,נתניה,אחר,תואר ראשון,Prompt Engineering,Instagram,2540.0,גמיש,1,2,דנה לוי,20,0,New,pending
אסף,מזרחי,1034.אסף.מזרחי@example.com,0523090836,28.0,חיפה,אנליסט,הנדסאי,Python for AI,WhatsApp,990.0,גמיש,0,2,דנה לוי,113,0,Contacted,pending
שירה,ביטון,1035.שירה.ביטון@example.com,0588787055,33.0,חיפה,מנהל שיווק,תואר ראשון,Python for AI,Instagram,3980.0,ערב,1,1,יוסי כהן,61,0,Contacted,pending
אורן,לוי,1036.אורן.לוי@example.com,0570227384,42.0,פתח תקווה,מורה,תואר ראשון,Machine Learning,Instagram,,ערב,1,2,מאיה בר,67,0,New,pending
דור,לוי,1037.דור.לוי@example.com,0513164175,28.0,חיפה,יזם,תואר ראשון,Machine Learning,WhatsApp,4130.0,ערב,1,5,דנה לוי,20,1,Won,paid
דור,פרידמן,1038.דור.פרידמן@example.com,0558760284,40.0,אשדוד,אחר,תיכונית,Data Science,Organic,,ערב,1,3,דנה לוי,42,0,Offer Sent,pending
נדב,שפירא,1039.נדב.שפירא@example.com,0583467278,39.0,ירושלים,סטודנט,תואר שני,Python for AI,Instagram,3250.0,גמיש,0,3,דנה לוי,32,1,Won,paid
ענבר,פרץ,1040.ענבר.פרץ@example.com,0576243801,24.0,ירושלים,סטודנט,הנדסאי,Python for AI,Google Ads,2800.0,בוקר,1,1,דנה לוי,139,0,New,pending
שני,שפירא,1041.שני.שפירא@example.com,0592773150,42.0,ירושלים,יזם,תואר ראשון,Machine Learning,Organic,4090.0,"סופ""ש",0,5,דנה לוי,51,0,Contacted,pending
עומר,גבאי,1042.עומר.גבאי@example.com,0545012540,39.0,הרצליה,יזם,תואר ראשון,Python for AI,Facebook,,גמיש,0,4,אורי שרון,176,1,Won,paid
אורן,אוחיון,1043.אורן.אוחיון@example.com,0560162313,34.0,תל אביב,איש מכירות,דוקטורט,Python for AI,Instagram,5590.0,ערב,1,2,אורי שרון,47,0,New,pending
תמר,גבאי,1044.תמר.גבאי@example.com,0572021122,26.0,פתח תקווה,איש מכירות,הנדסאי,Machine Learning,Website,5320.0,ערב,1,6,מאיה בר,160,1,Won,paid
עומר,אברהם,1045.עומר.אברהם@example.com,0575547863,25.0,הרצליה,מפתח תוכנה,תיכונית,Machine Learning,Organic,3720.0,"סופ""ש",0,6,נועה גל,173,0,Lost,pending
עומר,אזולאי,1046.עומר.אזולאי@example.com,0594643946,28.0,תל אביב,איש מכירות,דוקטורט,Python for AI,Website,1930.0,ערב,1,6,מאיה בר,16,0,Contacted,pending
גיא,ברק,1047.גיא.ברק@example.com,0559912041,38.0,רעננה,מעצב,דוקטורט,Prompt Engineering,Google Ads,6740.0,ערב,1,3,אורי שרון,94,1,Won,paid
איתי,אוחיון,1048.איתי.אוחיון@example.com,0511554985,24.0,רמת גן,יזם,הנדסאי,AI Automation,Event,3120.0,"סופ""ש",0,4,אורי שרון,128,1,Won,paid
רותם,שגב,1049.רותם.שגב@example.com,0590889531,37.0,ירושלים,סטודנט,תואר שני,Python for AI,Facebook,4480.0,בוקר,1,3,דנה לוי,63,0,Interested,pending
נדב,אברהם,1050.נדב.אברהם@example.com,0591190591,22.0,מודיעין,מהנדס,תואר שני,AI Agents,Organic,2620.0,"סופ""ש",0,1,דנה לוי,92,0,Lost,pending
יעל,לוי,1051.יעל.לוי@example.com,0552191782,31.0,הרצליה,מעצב,תיכונית,Machine Learning,Facebook,3960.0,גמיש,1,4,אורי שרון,144,0,Follow-up,pending
טל,ברק,1052.טל.ברק@example.com,0597194017,34.0,תל אביב,אנליסט,תואר שני,Data Science,Organic,8200.0,בוקר,0,3,אורי שרון,70,0,Counseling,pending
נועה,מזרחי,1053.נועה.מזרחי@example.com,0539278072,55.0,הרצליה,סטודנט,תיכונית,Data Science,Website,4440.0,בוקר,1,3,אורי שרון,32,0,Lost,pending
שירה,פרץ,1054.שירה.פרץ@example.com,0576178155,21.0,פתח תקווה,מעצב,תואר שני,AI Automation,Instagram,2860.0,בוקר,1,4,יוסי כהן,41,0,Follow-up,pending
יעל,שגב,1055.יעל.שגב@example.com,0568339654,,רעננה,מהנדס,תיכונית,Python for AI,Website,3620.0,"סופ""ש",0,1,דנה לוי,111,0,Contacted,pending
מור,סלומון,1056.מור.סלומון@example.com,0541556645,34.0,פתח תקווה,מנהל שיווק,תואר ראשון,AI Agents,WhatsApp,4050.0,ערב,1,1,אורי שרון,161,0,Contacted,pending
אסף,סלומון,1057.אסף.סלומון@example.com,0550749391,37.0,אשדוד,מהנדס,תואר שני,Machine Learning,Google Ads,6670.0,ערב,0,3,מאיה בר,140,0,Lost,pending
שני,מזרחי,1058.שני.מזרחי@example.com,0569972981,34.0,הרצליה,סטודנט,תיכונית,Python for AI,Facebook,1980.0,"סופ""ש",0,3,יוסי כהן,14,0,Interested,pending
שני,דהן,1059.שני.דהן@example.com,0525641081,37.0,אשדוד,סטודנט,תואר שני,AI Automation,Facebook,4020.0,ערב,1,3,אורי שרון,116,0,Follow-up,pending
רועי,אברהם,1060.רועי.אברהם@example.com,0557753059,32.0,תל אביב,מעצב,תיכונית,AI Automation,Website,4590.0,"סופ""ש",0,6,יוסי כהן,57,0,New,pending
עידו,לוי,1061.עידו.לוי@example.com,0516615453,46.0,נתניה,מפתח תוכנה,תיכונית,AI Agents,Referral,3920.0,גמיש,1,4,מאיה בר,141,1,Won,paid
עדי,מזרחי,1062.עדי.מזרחי@example.com,0559057153,29.0,רעננה,מפתח תוכנה,תואר שני,Prompt Engineering,Google Ads,810.0,ערב,0,5,יוסי כהן,74,1,Won,paid
ענבר,דהן,1063.ענבר.דהן@example.com,0570408442,43.0,רעננה,מעצב,תואר שני,AI Agents,Instagram,4590.0,גמיש,1,1,אורי שרון,148,1,Won,paid
נדב,שפירא,1064.נדב.שפירא@example.com,0552946097,27.0,אשדוד,אנליסט,תואר שני,Prompt Engineering,Referral,1230.0,ערב,1,3,דנה לוי,113,1,Won,paid
יובל,שפירא,1065.יובל.שפירא@example.com,0562301428,32.0,חיפה,אנליסט,תואר שני,Prompt Engineering,Instagram,2030.0,ערב,1,5,אורי שרון,114,0,Follow-up,pending
יובל,אוחיון,1066.יובל.אוחיון@example.com,0580128501,23.0,הרצליה,מפתח תוכנה,תיכונית,AI Automation,Facebook,3560.0,ערב,0,2,יוסי כהן,130,0,Follow-up,pending
נועה,ברק,1067.נועה.ברק@example.com,0544310554,37.0,תל אביב,אנליסט,תואר ראשון,Data Science,Google Ads,6310.0,"סופ""ש",0,3,יוסי כהן,27,1,Won,paid
אביב,סלומון,1068.אביב.סלומון@example.com,0553486252,46.0,אשדוד,אנליסט,תואר שני,Data Science,Website,7930.0,"סופ""ש",0,2,יוסי כהן,16,0,Offer Sent,pending
דור,רוזן,1069.דור.רוזן@example.com,0526757961,32.0,ראשון לציון,סטודנט,,AI Agents,Event,4030.0,גמיש,0,2,נועה גל,136,0,Interested,pending
איתי,גבאי,1070.איתי.גבאי@example.com,0572908510,,הרצליה,מהנדס,,AI Agents,Website,5080.0,ערב,1,1,אורי שרון,177,0,Interested,pending
תמר,רוזן,1071.תמר.רוזן@example.com,0524896638,23.0,ראשון לציון,מורה,תואר ראשון,AI Automation,Instagram,6190.0,גמיש,1,1,אורי שרון,170,1,Won,paid
שני,סלומון,1072.שני.סלומון@example.com,0513146500,31.0,באר שבע,מעצב,תואר ראשון,Machine Learning,Organic,6140.0,ערב,0,3,אורי שרון,79,0,Interested,pending
שני,כהן,1073.שני.כהן@example.com,0552482244,19.0,הרצליה,מפתח תוכנה,תיכונית,AI Agents,Instagram,6170.0,"סופ""ש",0,4,דנה לוי,144,0,Counseling,pending
אלון,פרץ,1074.אלון.פרץ@example.com,0519467761,25.0,חיפה,אנליסט,תואר שני,Python for AI,Event,3580.0,ערב,0,3,יוסי כהן,97,1,Won,paid
איתי,אוחיון,1075.איתי.אוחיון@example.com,0531633480,,ראשון לציון,מהנדס,הנדסאי,Python for AI,Instagram,4600.0,בוקר,0,0,דנה לוי,98,0,New,pending
עומר,לוי,1076.עומר.לוי@example.com,0584480153,45.0,הרצליה,מורה,,Machine Learning,WhatsApp,5320.0,ערב,0,3,יוסי כהן,49,0,Counseling,pending
יובל,נחום,1077.יובל.נחום@example.com,0569339280,58.0,תל אביב,איש מכירות,הנדסאי,Prompt Engineering,WhatsApp,500.0,ערב,1,2,דנה לוי,53,0,Lost,pending
אביב,גבאי,1078.אביב.גבאי@example.com,0584823282,28.0,חיפה,סטודנט,תואר שני,AI Automation,WhatsApp,,בוקר,0,1,נועה גל,54,0,New,pending
רועי,גבאי,1079.רועי.גבאי@example.com,0564687444,46.0,הרצליה,יזם,דוקטורט,Python for AI,Facebook,4310.0,ערב,0,3,יוסי כהן,3,0,Follow-up,pending
אביב,שפירא,1080.אביב.שפירא@example.com,0573145010,35.0,הרצליה,מנהל שיווק,תואר ראשון,Python for AI,Organic,3560.0,גמיש,1,4,דנה לוי,60,1,Won,paid
תמר,פרידמן,1081.תמר.פרידמן@example.com,0582815423,32.0,תל אביב,אנליסט,דוקטורט,Python for AI,Referral,2200.0,גמיש,0,2,יוסי כהן,79,0,Contacted,pending
רון,ביטון,1082.רון.ביטון@example.com,0544583340,37.0,ראשון לציון,איש מכירות,תואר ראשון,Machine Learning,Instagram,8110.0,גמיש,1,1,דנה לוי,80,0,New,pending
דור,ברק,1083.דור.ברק@example.com,0587104054,34.0,חיפה,סטודנט,הנדסאי,Python for AI,Google Ads,4590.0,בוקר,1,4,אורי שרון,139,0,Lost,pending
איתי,גבאי,1084.איתי.גבאי@example.com,0592329502,34.0,מודיעין,מנהל שיווק,תואר שני,Prompt Engineering,Website,1810.0,בוקר,1,6,מאיה בר,138,1,Won,paid
רותם,אברהם,1085.רותם.אברהם@example.com,0591220053,29.0,פתח תקווה,מפתח תוכנה,תיכונית,Machine Learning,WhatsApp,7440.0,ערב,1,2,אורי שרון,84,0,Lost,pending
דור,פרץ,1086.דור.פרץ@example.com,0536822363,20.0,באר שבע,מורה,הנדסאי,Machine Learning,Organic,7630.0,"סופ""ש",0,7,דנה לוי,153,0,Follow-up,pending
יעל,גבאי,1087.יעל.גבאי@example.com,0577872267,19.0,הרצליה,איש מכירות,תואר ראשון,Machine Learning,Google Ads,5300.0,גמיש,1,1,מאיה בר,48,0,Follow-up,pending
שירה,לוי,1088.שירה.לוי@example.com,0539490176,39.0,רמת גן,סטודנט,הנדסאי,AI Automation,Website,2450.0,ערב,1,2,דנה לוי,149,1,Won,paid
רון,דהן,1089.רון.דהן@example.com,0525403643,31.0,רמת גן,אחר,תואר שני,AI Agents,Facebook,6040.0,ערב,1,2,יוסי כהן,148,0,Counseling,pending
עידו,אוחיון,1090.עידו.אוחיון@example.com,0546063395,28.0,נתניה,אנליסט,תואר ראשון,Python for AI,Google Ads,3180.0,בוקר,0,2,מאיה בר,27,0,Lost,pending
עידו,כהן,1091.עידו.כהן@example.com,0538141185,33.0,באר שבע,מהנדס,הנדסאי,Machine Learning,Organic,9750.0,"סופ""ש",0,4,מאיה בר,135,0,Contacted,pending
הדר,אזולאי,1092.הדר.אזולאי@example.com,0513522677,40.0,תל אביב,מעצב,תואר ראשון,Prompt Engineering,Website,990.0,גמיש,0,8,דנה לוי,72,0,New,pending
גיא,ברק,1093.גיא.ברק@example.com,0592301919,35.0,נתניה,מהנדס,הנדסאי,Python for AI,Organic,5820.0,"סופ""ש",1,3,מאיה בר,137,0,Offer Sent,pending
שירה,לוי,1094.שירה.לוי@example.com,0529910480,27.0,באר שבע,מעצב,תואר ראשון,AI Agents,Google Ads,4460.0,"סופ""ש",0,3,נועה גל,148,0,New,pending
עדי,פרץ,1095.עדי.פרץ@example.com,0571116738,44.0,ראשון לציון,מנהל שיווק,תיכונית,Data Science,Google Ads,5480.0,ערב,1,4,נועה גל,178,0,Contacted,pending
אורי,אשכנזי,1096.אורי.אשכנזי@example.com,0516631435,47.0,רעננה,סטודנט,תואר שני,Prompt Engineering,Organic,1480.0,ערב,1,3,מאיה בר,24,0,Interested,pending
אביב,נחום,1097.אביב.נחום@example.com,0554664965,37.0,רמת גן,איש מכירות,תיכונית,Data Science,Facebook,6040.0,ערב,1,3,דנה לוי,147,0,New,pending
אביב,פרידמן,1098.אביב.פרידמן@example.com,0557820413,42.0,אשדוד,מהנדס,הנדסאי,Machine Learning,Event,4040.0,גמיש,0,10,דנה לוי,82,1,Won,paid
מור,סלומון,1099.מור.סלומון@example.com,0530329665,44.0,אשדוד,יזם,תואר ראשון,Machine Learning,WhatsApp,5250.0,"סופ""ש",0,2,מאיה בר,134,0,New,pending
עדי,גבאי,1100.עדי.גבאי@example.com,0572568198,43.0,באר שבע,מעצב,תואר ראשון,Python for AI,WhatsApp,1470.0,ערב,1,4,יוסי כהן,27,0,Counseling,pending
מיכל,סלומון,1101.מיכל.סלומון@example.com,0530407093,39.0,פתח תקווה,מנהל שיווק,תואר ראשון,Python for AI,WhatsApp,500.0,ערב,0,3,מאיה בר,11,0,Contacted,pending
רועי,רוזן,1102.רועי.רוזן@example.com,0563111388,38.0,פתח תקווה,אנליסט,תואר ראשון,Machine Learning,Website,5250.0,בוקר,1,4,אורי שרון,111,0,New,pending
רון,ברק,1103.רון.ברק@example.com,0550222962,38.0,ירושלים,מפתח תוכנה,הנדסאי,AI Automation,Google Ads,5910.0,בוקר,1,2,יוסי כהן,169,1,Won,paid
רועי,מזרחי,1104.רועי.מזרחי@example.com,0569881875,,נתניה,מורה,תואר ראשון,AI Automation,Organic,4400.0,בוקר,0,2,אורי שרון,88,0,Interested,pending
הדר,כהן,1105.הדר.כהן@example.com,0545789026,39.0,באר שבע,מורה,תואר שני,Python for AI,Instagram,3390.0,גמיש,0,1,דנה לוי,92,0,Offer Sent,pending
מיכל,ברק,1106.מיכל.ברק@example.com,0583796025,21.0,תל אביב,מורה,תיכונית,Prompt Engineering,Organic,6370.0,ערב,0,4,יוסי כהן,136,0,Offer Sent,pending
עידו,נחום,1107.עידו.נחום@example.com,0565063297,26.0,מודיעין,יזם,תואר ראשון,Python for AI,Instagram,500.0,גמיש,1,3,דנה לוי,155,0,Lost,pending
יעל,אברהם,1108.יעל.אברהם@example.com,0598248173,45.0,באר שבע,,תואר ראשון,Machine Learning,WhatsApp,6060.0,ערב,1,0,יוסי כהן,55,0,New,pending
רועי,ברק,1109.רועי.ברק@example.com,0537993042,41.0,חיפה,אנליסט,תואר שני,Python for AI,Website,2260.0,ערב,0,3,נועה גל,155,0,Contacted,pending
ענבר,כהן,1110.ענבר.כהן@example.com,0521337771,46.0,נתניה,,תיכונית,Prompt Engineering,Organic,2250.0,גמיש,1,4,נועה גל,23,0,New,pending
נדב,שגב,1111.נדב.שגב@example.com,0528292094,31.0,ראשון לציון,מפתח תוכנה,תיכונית,AI Automation,Google Ads,2290.0,ערב,1,4,אורי שרון,34,0,Lost,pending
תמר,סלומון,1112.תמר.סלומון@example.com,0523331994,,מודיעין,מורה,תואר ראשון,Prompt Engineering,Website,1560.0,גמיש,0,1,אורי שרון,91,0,Contacted,pending
ליאור,גבאי,1113.ליאור.גבאי@example.com,0574419450,31.0,תל אביב,איש מכירות,תואר ראשון,Python for AI,WhatsApp,3920.0,"סופ""ש",0,2,נועה גל,23,0,Offer Sent,pending
שני,ביטון,1114.שני.ביטון@example.com,0586005402,34.0,הרצליה,מהנדס,תיכונית,AI Automation,Google Ads,3240.0,בוקר,1,2,דנה לוי,106,0,Contacted,pending
יעל,סלומון,1115.יעל.סלומון@example.com,0572163396,34.0,תל אביב,מפתח תוכנה,תואר שני,Data Science,Instagram,5300.0,גמיש,0,3,אורי שרון,123,0,Interested,pending
שירה,פרידמן,1116.שירה.פרידמן@example.com,0561201189,43.0,ירושלים,איש מכירות,תואר ראשון,Python for AI,Facebook,1330.0,ערב,1,3,מאיה בר,166,0,Interested,pending
ליאור,נחום,1117.ליאור.נחום@example.com,0532263288,30.0,תל אביב,יזם,תואר שני,Machine Learning,Website,7010.0,ערב,0,0,אורי שרון,67,0,Follow-up,pending
מור,שפירא,1118.מור.שפירא@example.com,0595937516,36.0,חיפה,סטודנט,תואר שני,Python for AI,Website,3280.0,גמיש,1,2,דנה לוי,166,0,Follow-up,pending
אורי,אברהם,1119.אורי.אברהם@example.com,0580949360,24.0,הרצליה,מעצב,תואר שני,Python for AI,Website,1690.0,ערב,1,3,מאיה בר,150,1,Won,paid
אורן,אזולאי,1120.אורן.אזולאי@example.com,0545958504,37.0,ירושלים,אחר,תואר שני,AI Automation,Facebook,1450.0,"סופ""ש",1,3,יוסי כהן,11,0,New,pending
שירה,רוזן,1121.שירה.רוזן@example.com,0589342607,33.0,ראשון לציון,סטודנט,,Python for AI,Facebook,3920.0,בוקר,1,2,מאיה בר,64,1,Won,paid
רותם,כהן,1122.רותם.כהן@example.com,0576329057,26.0,ראשון לציון,,תואר שני,AI Automation,WhatsApp,3670.0,גמיש,0,3,מאיה בר,46,0,Contacted,pending
רון,ביטון,1123.רון.ביטון@example.com,0510170354,31.0,ירושלים,אנליסט,תיכונית,Data Science,Referral,6100.0,ערב,0,1,נועה גל,76,1,Won,paid
עידו,מזרחי,1124.עידו.מזרחי@example.com,0540551854,31.0,ראשון לציון,אנליסט,תואר שני,Python for AI,Facebook,7710.0,בוקר,1,2,יוסי כהן,152,1,Won,paid
איתי,שפירא,1125.איתי.שפירא@example.com,0554974785,31.0,הרצליה,מפתח תוכנה,תואר ראשון,Python for AI,Facebook,4770.0,גמיש,1,0,דנה לוי,129,0,Lost,pending
ליאור,סלומון,1126.ליאור.סלומון@example.com,0571104380,49.0,רמת גן,מפתח תוכנה,תואר שני,AI Agents,Facebook,5220.0,"סופ""ש",0,0,מאיה בר,95,0,New,pending
אסף,גבאי,1127.אסף.גבאי@example.com,0537658927,32.0,באר שבע,מעצב,,AI Automation,Organic,1300.0,"סופ""ש",1,3,מאיה בר,134,0,Counseling,pending
יעל,רוזן,1128.יעל.רוזן@example.com,0565984919,31.0,ירושלים,מפתח תוכנה,תואר ראשון,Data Science,Referral,8890.0,ערב,1,7,מאיה בר,95,1,Won,paid
אורי,לוי,1129.אורי.לוי@example.com,0566022006,18.0,ראשון לציון,מורה,תואר ראשון,Machine Learning,Website,5730.0,"סופ""ש",0,1,אורי שרון,60,0,Offer Sent,pending
אלון,אשכנזי,1130.אלון.אשכנזי@example.com,0559453688,25.0,ירושלים,מהנדס,תואר ראשון,Prompt Engineering,Website,6540.0,ערב,1,2,נועה גל,48,0,Contacted,pending
עומר,רוזן,1131.עומר.רוזן@example.com,0544276936,31.0,תל אביב,מהנדס,תואר ראשון,Data Science,WhatsApp,4990.0,ערב,1,2,דנה לוי,109,0,Interested,pending
מור,סלומון,1132.מור.סלומון@example.com,0536211864,,תל אביב,סטודנט,תואר שני,Python for AI,Instagram,1600.0,ערב,0,2,דנה לוי,72,1,Won,paid
אלון,אברהם,1133.אלון.אברהם@example.com,0528071062,45.0,תל אביב,מפתח תוכנה,הנדסאי,AI Agents,Instagram,7220.0,ערב,0,1,יוסי כהן,110,0,Counseling,pending
גלי,שגב,1134.גלי.שגב@example.com,0587060125,32.0,מודיעין,מנהל שיווק,תואר שני,Prompt Engineering,Google Ads,,בוקר,0,1,נועה גל,94,0,Lost,pending
רותם,גבאי,1135.רותם.גבאי@example.com,0540426564,45.0,חיפה,אנליסט,תואר שני,AI Agents,Event,7270.0,גמיש,1,2,מאיה בר,54,1,Won,paid
מור,סלומון,1136.מור.סלומון@example.com,0520254281,34.0,תל אביב,סטודנט,תואר שני,Python for AI,Website,1710.0,ערב,0,5,אורי שרון,10,0,New,pending
רותם,אברהם,1137.רותם.אברהם@example.com,0577372705,33.0,פתח תקווה,יזם,תואר שני,AI Automation,Website,2200.0,ערב,0,1,דנה לוי,10,0,Interested,pending
יונתן,פרידמן,1138.יונתן.פרידמן@example.com,0587349851,32.0,ראשון לציון,מורה,תואר ראשון,Python for AI,Organic,1850.0,"סופ""ש",0,2,נועה גל,66,0,Follow-up,pending
נועה,לוי,1139.נועה.לוי@example.com,0576906844,33.0,פתח תקווה,אנליסט,תואר שני,Data Science,Facebook,2030.0,בוקר,0,0,דנה לוי,81,0,New,pending
נועה,שפירא,1140.נועה.שפירא@example.com,0533339998,48.0,פתח תקווה,אנליסט,תואר ראשון,Python for AI,Google Ads,2660.0,ערב,0,3,נועה גל,114,1,Won,paid
יובל,שפירא,1141.יובל.שפירא@example.com,0562459631,18.0,תל אביב,מהנדס,תיכונית,Python for AI,Website,500.0,ערב,0,2,אורי שרון,52,0,Offer Sent,pending
טל,דהן,1142.טל.דהן@example.com,0581915709,18.0,רמת גן,אחר,תיכונית,Data Science,Event,5970.0,בוקר,1,2,אורי שרון,166,1,Won,paid
נדב,אשכנזי,1143.נדב.אשכנזי@example.com,0557533816,28.0,באר שבע,מורה,תיכונית,Machine Learning,Facebook,5020.0,גמיש,0,3,אורי שרון,35,0,Interested,pending
ליאור,לוי,1144.ליאור.לוי@example.com,0596171161,33.0,מודיעין,יזם,הנדסאי,Prompt Engineering,Google Ads,1030.0,ערב,0,1,מאיה בר,147,0,Lost,pending
יונתן,רוזן,1145.יונתן.רוזן@example.com,0585871187,39.0,פתח תקווה,מורה,תואר ראשון,Machine Learning,WhatsApp,6440.0,ערב,1,2,מאיה בר,32,0,Follow-up,pending
יונתן,גבאי,1146.יונתן.גבאי@example.com,0516864798,37.0,ראשון לציון,מפתח תוכנה,דוקטורט,Prompt Engineering,Referral,3120.0,בוקר,0,6,דנה לוי,151,1,Won,paid
מור,אשכנזי,1147.מור.אשכנזי@example.com,0594846340,30.0,חיפה,מהנדס,הנדסאי,Python for AI,Website,5440.0,ערב,1,3,מאיה בר,58,0,New,pending
יעל,דהן,1148.יעל.דהן@example.com,0553970985,42.0,פתח תקווה,אנליסט,תואר שני,AI Automation,Instagram,7140.0,ערב,1,2,דנה לוי,110,0,Offer Sent,pending
עומר,שפירא,1149.עומר.שפירא@example.com,0517925229,42.0,ראשון לציון,מורה,תואר שני,AI Automation,Facebook,4400.0,בוקר,0,4,מאיה בר,55,0,New,pending
אורי,אברהם,1150.אורי.אברהם@example.com,0597092126,35.0,ראשון לציון,אנליסט,תואר שני,Machine Learning,Google Ads,6490.0,ערב,0,3,אורי שרון,80,0,Counseling,pending
יובל,רוזן,1151.יובל.רוזן@example.com,0541627915,42.0,מודיעין,מעצב,תואר שני,Machine Learning,Instagram,6730.0,"סופ""ש",0,2,נועה גל,69,1,Won,paid
יעל,מזרחי,1152.יעל.מזרחי@example.com,0511749486,35.0,באר שבע,איש מכירות,דוקטורט,Python for AI,Organic,6800.0,בוקר,1,5,מאיה בר,127,1,Won,paid
אביב,ביטון,1153.אביב.ביטון@example.com,0527537787,28.0,חיפה,מעצב,תיכונית,Prompt Engineering,Referral,500.0,בוקר,0,6,יוסי כהן,153,0,New,pending
אסף,פרץ,1154.אסף.פרץ@example.com,0511929394,39.0,באר שבע,מנהל שיווק,תואר ראשון,Python for AI,Organic,2580.0,"סופ""ש",0,5,אורי שרון,169,0,Lost,pending
יעל,מזרחי,1155.יעל.מזרחי@example.com,0551633959,34.0,תל אביב,מורה,תואר ראשון,Machine Learning,Facebook,3410.0,ערב,1,3,מאיה בר,118,0,New,pending
דור,אזולאי,1156.דור.אזולאי@example.com,0553124567,33.0,ראשון לציון,יזם,הנדסאי,Machine Learning,Instagram,4430.0,בוקר,1,2,דנה לוי,176,0,Contacted,pending
הדר,לוי,1157.הדר.לוי@example.com,0516632031,46.0,רעננה,מעצב,תואר ראשון,AI Automation,Organic,3390.0,גמיש,1,7,נועה גל,120,0,Counseling,pending
גיא,ברק,1158.גיא.ברק@example.com,0557104913,18.0,ירושלים,מנהל שיווק,תואר ראשון,Prompt Engineering,Facebook,1240.0,בוקר,0,2,אורי שרון,145,0,Follow-up,pending
